"Localidades";"Períodos";"Frota Total de Veículos ";"Número de Habitantes por Total de Veículos ";"Frota de Automóveis ";"Número de Habitantes por Automóvel ";"Frota de Ônibus ";"Frota de Caminhões ";"Frota de Reboques ";"Frota de Motocicletas e Assemelhados ";"Frota de Microônibus e Camionetas ";"Frota de Veículos de Outro Tipo ";"Cód. IBGE"
"Regente Feijó";"2013";"9548";"1,97";"5742";"3,27";"35";"558";"483";"1699";"1025";"6";3542404
"Regente Feijó";"2014";"10268";"1,84";"6131";"3,08";"37";"609";"536";"1842";"1107";"6";3542404
"Regente Feijó";"2015";"10935";"1,74";"6445";"2,95";"37";"614";"703";"1938";"1191";"7";3542404
"Regente Feijó";"2016";"11343";"1,68";"6707";"2,85";"37";"604";"704";"2001";"1283";"7";3542404
"Regente Feijó";"2017";"11785";"1,63";"7004";"2,74";"37";"594";"701";"2074";"1368";"7";3542404
"Reginópolis";"2013";"2585";"2,81";"1592";"4,57";"21";"106";"125";"437";"304";"-";3542503
"Reginópolis";"2014";"2753";"2,64";"1707";"4,26";"22";"108";"136";"443";"337";"-";3542503
"Reginópolis";"2015";"2817";"2,58";"1755";"4,14";"23";"113";"141";"441";"344";"-";3542503
"Reginópolis";"2016";"2913";"2,49";"1815";"3,99";"21";"117";"153";"448";"359";"-";3542503
"Reginópolis";"2017";"3052";"2,37";"1927";"3,76";"21";"114";"155";"458";"377";"-";3542503
"Registro";"2013";"27264";"1,98";"13967";"3,87";"309";"1346";"585";"8150";"2863";"44";3542602
"Registro";"2014";"29160";"1,85";"14946";"3,62";"318";"1397";"660";"8635";"3160";"44";3542602
"Registro";"2015";"30487";"1,77";"15644";"3,45";"299";"1422";"736";"8970";"3372";"44";3542602
"Registro";"2016";"31527";"1,71";"16201";"3,34";"297";"1439";"791";"9255";"3500";"44";3542602
"Registro";"2017";"33107";"1,63";"17104";"3,16";"289";"1435";"870";"9630";"3734";"45";3542602
"Restinga";"2013";"2523";"2,72";"1408";"4,87";"23";"67";"25";"694";"306";"-";3542701
"Restinga";"2014";"2740";"2,54";"1521";"4,57";"26";"80";"31";"739";"343";"-";3542701
"Restinga";"2015";"2950";"2,39";"1598";"4,41";"29";"129";"42";"784";"368";"-";3542701
"Restinga";"2016";"3065";"2,33";"1683";"4,24";"33";"137";"50";"793";"369";"-";3542701
"Restinga";"2017";"3212";"2,25";"1764";"4,09";"34";"139";"57";"823";"395";"-";3542701
"Ribeira";"2013";"607";"5,45";"312";"10,61";"7";"23";"3";"198";"64";"-";3542800
"Ribeira";"2014";"685";"4,81";"344";"9,58";"14";"27";"4";"221";"75";"-";3542800
"Ribeira";"2015";"742";"4,42";"366";"8,96";"13";"31";"9";"238";"85";"-";3542800
"Ribeira";"2016";"798";"4,1";"397";"8,24";"13";"34";"14";"249";"91";"-";3542800
"Ribeira";"2017";"849";"3,84";"417";"7,83";"13";"36";"18";"259";"106";"-";3542800
"Ribeirão Bonito";"2013";"5788";"2,14";"3393";"3,65";"86";"365";"198";"970";"772";"4";3542909
"Ribeirão Bonito";"2014";"6050";"2,06";"3560";"3,5";"94";"361";"219";"1006";"806";"4";3542909
"Ribeirão Bonito";"2015";"6314";"1,99";"3714";"3,38";"98";"361";"248";"1049";"840";"4";3542909
"Ribeirão Bonito";"2016";"6547";"1,93";"3799";"3,32";"104";"378";"294";"1073";"895";"4";3542909
"Ribeirão Bonito";"2017";"6761";"1,88";"3932";"3,23";"110";"371";"306";"1104";"934";"4";3542909
"Ribeirão Branco";"2013";"3014";"5,96";"1323";"13,58";"50";"186";"24";"1060";"371";"-";3543006
"Ribeirão Branco";"2014";"3420";"5,22";"1536";"11,62";"52";"209";"25";"1183";"415";"-";3543006
"Ribeirão Branco";"2015";"3918";"4,53";"1817";"9,77";"59";"218";"34";"1338";"452";"-";3543006
"Ribeirão Branco";"2016";"4353";"4,07";"2056";"8,63";"62";"226";"40";"1467";"502";"-";3543006
"Ribeirão Branco";"2017";"4748";"3,73";"2290";"7,74";"73";"232";"46";"1559";"548";"-";3543006
"Ribeirão Corrente";"2013";"1824";"2,41";"945";"4,65";"37";"78";"19";"422";"323";"-";3543105
"Ribeirão Corrente";"2014";"2024";"2,19";"1072";"4,13";"38";"91";"23";"442";"358";"-";3543105
"Ribeirão Corrente";"2015";"2129";"2,1";"1129";"3,96";"39";"99";"29";"446";"387";"-";3543105
"Ribeirão Corrente";"2016";"2204";"2,05";"1138";"3,96";"47";"104";"33";"468";"414";"-";3543105
"Ribeirão Corrente";"2017";"2296";"1,98";"1197";"3,8";"48";"111";"42";"466";"432";"-";3543105
"Ribeirão do Sul";"2013";"2180";"2,02";"1187";"3,72";"15";"155";"48";"481";"293";"1";3543204
"Ribeirão do Sul";"2014";"2349";"1,87";"1265";"3,48";"16";"166";"60";"530";"311";"1";3543204
"Ribeirão do Sul";"2015";"2448";"1,79";"1324";"3,31";"17";"177";"64";"550";"315";"1";3543204
"Ribeirão do Sul";"2016";"2479";"1,77";"1360";"3,22";"18";"165";"65";"547";"323";"1";3543204
"Ribeirão do Sul";"2017";"2560";"1,71";"1395";"3,14";"17";"176";"75";"552";"344";"1";3543204
"Ribeirão dos Índios";"2013";"948";"2,29";"460";"4,72";"9";"23";"19";"317";"119";"1";3543238
"Ribeirão dos Índios";"2014";"1024";"2,11";"498";"4,35";"8";"29";"22";"331";"135";"1";3543238
"Ribeirão dos Índios";"2015";"1095";"1,97";"527";"4,1";"8";"30";"22";"370";"137";"1";3543238
"Ribeirão dos Índios";"2016";"1113";"1,94";"525";"4,11";"8";"32";"24";"380";"143";"1";3543238
"Ribeirão dos Índios";"2017";"1145";"1,88";"551";"3,91";"7";"35";"23";"380";"149";"-";3543238
"Ribeirão Grande";"2013";"2365";"3,15";"1088";"6,85";"17";"90";"53";"818";"299";"-";3543253
"Ribeirão Grande";"2014";"2591";"2,88";"1193";"6,25";"17";"96";"59";"899";"327";"-";3543253
"Ribeirão Grande";"2015";"2843";"2,63";"1314";"5,68";"16";"104";"64";"986";"359";"-";3543253
"Ribeirão Grande";"2016";"3033";"2,46";"1399";"5,34";"16";"105";"69";"1058";"386";"-";3543253
"Ribeirão Grande";"2017";"3173";"2,36";"1472";"5,08";"16";"107";"61";"1131";"386";"-";3543253
"Ribeirão Pires";"2013";"62638";"1,84";"42189";"2,73";"463";"4415";"1142";"6661";"7517";"251";3543303
"Ribeirão Pires";"2014";"63587";"1,82";"43228";"2,68";"442";"4095";"1122";"6754";"7700";"246";3543303
"Ribeirão Pires";"2015";"64514";"1,8";"44002";"2,64";"460";"3854";"1123";"6984";"7848";"243";3543303
"Ribeirão Pires";"2016";"65643";"1,78";"44934";"2,6";"467";"3678";"1115";"7110";"8104";"235";3543303
"Ribeirão Pires";"2017";"67087";"1,75";"46087";"2,55";"481";"3569";"1135";"7287";"8289";"239";3543303
"Ribeirão Preto";"2013";"471453";"1,34";"271526";"2,32";"1853";"12560";"8282";"123989";"53129";"114";3543402
"Ribeirão Preto";"2014";"487691";"1,31";"279149";"2,29";"1810";"12829";"9010";"128267";"56510";"116";3543402
"Ribeirão Preto";"2015";"498066";"1,3";"283916";"2,28";"1820";"12882";"9492";"131563";"58269";"124";3543402
"Ribeirão Preto";"2016";"505903";"1,29";"286891";"2,28";"1784";"12911";"9969";"134083";"60140";"125";3543402
"Ribeirão Preto";"2017";"515346";"1,28";"291106";"2,27";"1837";"13342";"10584";"136455";"61885";"137";3543402
"Rifaina";"2013";"1761";"1,96";"1200";"2,87";"13";"42";"78";"221";"207";"-";3543600
"Rifaina";"2014";"1894";"1,82";"1276";"2,7";"10";"48";"93";"232";"234";"1";3543600
"Rifaina";"2015";"1991";"1,73";"1323";"2,61";"10";"53";"105";"246";"253";"1";3543600
"Rifaina";"2016";"2093";"1,65";"1382";"2,5";"11";"57";"114";"250";"278";"1";3543600
"Rifaina";"2017";"2230";"1,55";"1439";"2,4";"11";"56";"130";"266";"327";"1";3543600
"Rincão";"2013";"4479";"2,33";"2801";"3,72";"50";"345";"167";"662";"451";"3";3543709
"Rincão";"2014";"4743";"2,2";"2989";"3,49";"49";"341";"174";"704";"483";"3";3543709
"Rincão";"2015";"4892";"2,14";"3130";"3,34";"49";"325";"183";"700";"502";"3";3543709
"Rincão";"2016";"5049";"2,07";"3210";"3,26";"50";"326";"211";"713";"535";"4";3543709
"Rincão";"2017";"5250";"1,99";"3321";"3,15";"50";"318";"218";"755";"584";"4";3543709
"Rinópolis";"2013";"5130";"1,92";"2839";"3,47";"47";"373";"467";"906";"494";"4";3543808
"Rinópolis";"2014";"5472";"1,8";"2963";"3,32";"48";"378";"527";"935";"617";"4";3543808
"Rinópolis";"2015";"5672";"1,73";"3050";"3,22";"46";"397";"546";"990";"639";"4";3543808
"Rinópolis";"2016";"5828";"1,68";"3158";"3,1";"52";"401";"557";"1013";"643";"4";3543808
"Rinópolis";"2017";"6071";"1,61";"3244";"3,01";"58";"430";"603";"1057";"675";"4";3543808
"Rio Claro";"2013";"143998";"1,33";"75538";"2,53";"429";"4139";"2824";"47734";"13307";"27";3543907
"Rio Claro";"2014";"150264";"1,28";"78915";"2,44";"438";"4199";"2880";"49489";"14317";"26";3543907
"Rio Claro";"2015";"155523";"1,25";"81572";"2,38";"438";"4211";"3043";"51056";"15172";"31";3543907
"Rio Claro";"2016";"160011";"1,22";"83824";"2,33";"441";"4280";"3199";"52276";"15959";"32";3543907
"Rio Claro";"2017";"164441";"1,2";"86107";"2,29";"482";"4311";"3300";"53495";"16714";"32";3543907
"Rio das Pedras";"2013";"16838";"1,84";"10207";"3,04";"165";"979";"669";"2954";"1842";"22";3544004
"Rio das Pedras";"2014";"17746";"1,78";"10806";"2,92";"166";"1002";"700";"3065";"1982";"25";3544004
"Rio das Pedras";"2015";"18300";"1,76";"11113";"2,89";"170";"1009";"735";"3162";"2087";"24";3544004
"Rio das Pedras";"2016";"18720";"1,74";"11343";"2,87";"188";"986";"775";"3186";"2216";"26";3544004
"Rio das Pedras";"2017";"19277";"1,71";"11679";"2,83";"198";"1003";"858";"3217";"2298";"24";3544004
"Rio Grande da Serra";"2013";"15256";"3";"10357";"4,41";"89";"743";"121";"2368";"1557";"21";3544103
"Rio Grande da Serra";"2014";"16422";"2,82";"11169";"4,15";"106";"752";"135";"2502";"1729";"29";3544103
"Rio Grande da Serra";"2015";"17246";"2,72";"11789";"3,98";"107";"745";"139";"2582";"1852";"32";3544103
"Rio Grande da Serra";"2016";"17787";"2,67";"12272";"3,87";"102";"697";"142";"2608";"1934";"32";3544103
"Rio Grande da Serra";"2017";"18311";"2,63";"12772";"3,76";"101";"676";"156";"2629";"1944";"33";3544103
"Riolândia";"2013";"3062";"3,53";"1885";"5,74";"48";"98";"62";"547";"422";"-";3544202
"Riolândia";"2014";"3262";"3,34";"2029";"5,38";"50";"99";"75";"589";"420";"-";3544202
"Riolândia";"2015";"3407";"3,23";"2119";"5,19";"50";"97";"87";"620";"434";"-";3544202
"Riolândia";"2016";"3622";"3,06";"2221";"4,99";"53";"98";"102";"692";"456";"-";3544202
"Riolândia";"2017";"3810";"2,93";"2329";"4,8";"53";"96";"114";"726";"492";"-";3544202
"Riversul";"2013";"1826";"3,29";"930";"6,45";"29";"90";"38";"554";"184";"1";3543501
"Riversul";"2014";"1930";"3,08";"960";"6,19";"30";"100";"44";"596";"199";"1";3543501
"Riversul";"2015";"2036";"2,89";"1023";"5,76";"32";"104";"47";"629";"200";"1";3543501
"Riversul";"2016";"2142";"2,73";"1085";"5,4";"32";"109";"57";"648";"210";"1";3543501
"Riversul";"2017";"2209";"2,63";"1122";"5,18";"35";"111";"61";"658";"221";"1";3543501
"Rosana";"2013";"7151";"2,69";"4133";"4,65";"61";"190";"470";"1689";"596";"12";3544251
"Rosana";"2014";"7782";"2,45";"4469";"4,26";"66";"192";"563";"1786";"695";"11";3544251
"Rosana";"2015";"8373";"2,26";"4825";"3,92";"63";"202";"619";"1893";"760";"11";3544251
"Rosana";"2016";"8803";"2,13";"5080";"3,7";"76";"207";"648";"1964";"817";"11";3544251
"Rosana";"2017";"9115";"2,05";"5218";"3,58";"74";"212";"689";"2019";"891";"12";3544251
"Roseira";"2013";"4436";"2,24";"2788";"3,56";"21";"143";"68";"930";"483";"3";3544301
"Roseira";"2014";"4675";"2,15";"2929";"3,42";"24";"145";"66";"978";"531";"2";3544301
"Roseira";"2015";"4861";"2,09";"3020";"3,36";"24";"148";"76";"1011";"580";"2";3544301
"Roseira";"2016";"5055";"2,03";"3132";"3,27";"22";"154";"86";"1070";"589";"2";3544301
"Roseira";"2017";"5241";"1,97";"3249";"3,18";"22";"156";"92";"1111";"609";"2";3544301
"Rubiácea";"2013";"1014";"2,81";"618";"4,61";"11";"29";"21";"222";"113";"-";3544400
"Rubiácea";"2014";"1112";"2,6";"684";"4,22";"11";"30";"25";"232";"130";"-";3544400
"Rubiácea";"2015";"1163";"2,52";"715";"4,1";"12";"32";"31";"241";"132";"-";3544400
"Rubiácea";"2016";"1220";"2,43";"759";"3,91";"12";"34";"33";"246";"136";"-";3544400
"Rubiácea";"2017";"1253";"2,39";"778";"3,85";"11";"34";"42";"238";"150";"-";3544400
"Rubinéia";"2013";"1505";"1,93";"917";"3,17";"10";"29";"138";"248";"162";"1";3544509
"Rubinéia";"2014";"1636";"1,78";"983";"2,97";"12";"25";"164";"278";"173";"1";3544509
"Rubinéia";"2015";"1725";"1,7";"1039";"2,82";"10";"28";"174";"294";"179";"1";3544509
"Rubinéia";"2016";"1826";"1,61";"1087";"2,71";"11";"33";"187";"309";"198";"1";3544509
"Rubinéia";"2017";"1925";"1,54";"1115";"2,65";"13";"38";"211";"333";"214";"1";3544509
"Sabino";"2013";"2471";"2,14";"1334";"3,97";"16";"73";"93";"665";"287";"3";3544608
"Sabino";"2014";"2628";"2,03";"1414";"3,77";"16";"79";"116";"682";"318";"3";3544608
"Sabino";"2015";"2762";"1,94";"1498";"3,57";"16";"78";"129";"708";"330";"3";3544608
"Sabino";"2016";"2831";"1,9";"1532";"3,51";"17";"81";"137";"722";"339";"3";3544608
"Sabino";"2017";"2897";"1,86";"1579";"3,42";"16";"84";"143";"737";"335";"3";3544608
"Sagres";"2013";"808";"2,94";"536";"4,44";"6";"27";"15";"152";"72";"-";3544707
"Sagres";"2014";"888";"2,67";"584";"4,06";"6";"28";"15";"167";"88";"-";3544707
"Sagres";"2015";"913";"2,59";"590";"4,01";"6";"31";"16";"178";"92";"-";3544707
"Sagres";"2016";"960";"2,46";"629";"3,76";"6";"24";"16";"188";"97";"-";3544707
"Sagres";"2017";"994";"2,38";"651";"3,63";"6";"25";"18";"198";"96";"-";3544707
"Sales";"2013";"2489";"2,27";"1552";"3,64";"30";"94";"99";"394";"320";"-";3544806
"Sales";"2014";"2720";"2,1";"1684";"3,39";"34";"106";"120";"435";"340";"1";3544806
"Sales";"2015";"2815";"2,05";"1743";"3,32";"35";"106";"139";"440";"352";"-";3544806
"Sales";"2016";"2979";"1,96";"1842";"3,17";"37";"104";"149";"466";"381";"-";3544806
"Sales";"2017";"3133";"1,88";"1930";"3,05";"37";"107";"173";"488";"398";"-";3544806
"Sales Oliveira";"2013";"5785";"1,88";"3462";"3,14";"49";"335";"226";"996";"714";"3";3544905
"Sales Oliveira";"2014";"6144";"1,79";"3659";"3";"57";"350";"232";"1066";"774";"6";3544905
"Sales Oliveira";"2015";"6403";"1,73";"3776";"2,94";"58";"360";"249";"1110";"845";"5";3544905
"Sales Oliveira";"2016";"6610";"1,69";"3876";"2,88";"61";"369";"267";"1146";"886";"5";3544905
"Sales Oliveira";"2017";"6780";"1,66";"3964";"2,84";"61";"348";"274";"1183";"944";"6";3544905
"Salesópolis";"2013";"9333";"1,71";"4936";"3,24";"94";"1010";"203";"1906";"1181";"3";3545001
"Salesópolis";"2014";"9840";"1,64";"5245";"3,07";"107";"994";"211";"2032";"1249";"2";3545001
"Salesópolis";"2015";"10227";"1,59";"5500";"2,95";"101";"973";"222";"2132";"1297";"2";3545001
"Salesópolis";"2016";"10532";"1,55";"5662";"2,89";"106";"973";"237";"2225";"1327";"2";3545001
"Salesópolis";"2017";"10802";"1,52";"5843";"2,82";"121";"964";"251";"2274";"1347";"2";3545001
"Salmourão";"2013";"1324";"3,7";"826";"5,93";"36";"39";"26";"264";"133";"-";3545100
"Salmourão";"2014";"1486";"3,32";"931";"5,3";"33";"42";"35";"291";"154";"-";3545100
"Salmourão";"2015";"1569";"3,16";"998";"4,97";"36";"42";"33";"292";"168";"-";3545100
"Salmourão";"2016";"1639";"3,05";"1055";"4,73";"35";"38";"34";"308";"169";"-";3545100
"Salmourão";"2017";"1742";"2,88";"1105";"4,54";"46";"43";"36";"334";"178";"-";3545100
"Saltinho";"2013";"4891";"1,5";"2749";"2,66";"12";"486";"281";"505";"850";"8";3545159
"Saltinho";"2014";"5080";"1,46";"2849";"2,6";"11";"506";"292";"523";"890";"9";3545159
"Saltinho";"2015";"5212";"1,44";"2936";"2,56";"12";"502";"304";"540";"909";"9";3545159
"Saltinho";"2016";"5317";"1,43";"3001";"2,53";"12";"507";"314";"536";"938";"9";3545159
"Saltinho";"2017";"5472";"1,4";"3080";"2,48";"14";"518";"335";"537";"980";"8";3545159
"Salto";"2013";"62212";"1,74";"39213";"2,77";"191";"2762";"881";"13058";"6093";"14";3545209
"Salto";"2014";"65573";"1,67";"41558";"2,63";"179";"2837";"922";"13442";"6618";"17";3545209
"Salto";"2015";"67827";"1,63";"43122";"2,56";"177";"2876";"970";"13654";"7011";"17";3545209
"Salto";"2016";"69838";"1,6";"44368";"2,51";"181";"2903";"1030";"14033";"7300";"23";3545209
"Salto";"2017";"72157";"1,56";"45809";"2,45";"167";"2937";"1067";"14475";"7678";"24";3545209
"Salto de Pirapora";"2013";"18452";"2,24";"11435";"3,62";"60";"940";"419";"3820";"1770";"8";3545308
"Salto de Pirapora";"2014";"19786";"2,11";"12284";"3,4";"60";"987";"455";"4023";"1968";"9";3545308
"Salto de Pirapora";"2015";"20890";"2,02";"12944";"3,27";"70";"1006";"491";"4213";"2158";"8";3545308
"Salto de Pirapora";"2016";"21945";"1,94";"13586";"3,14";"82";"1016";"541";"4365";"2346";"9";3545308
"Salto de Pirapora";"2017";"22904";"1,88";"14208";"3,03";"101";"1043";"535";"4515";"2492";"10";3545308
"Salto Grande";"2013";"3179";"2,79";"1797";"4,94";"30";"175";"116";"722";"338";"1";3545407
"Salto Grande";"2014";"3439";"2,59";"1941";"4,59";"31";"188";"143";"760";"375";"1";3545407
"Salto Grande";"2015";"3621";"2,47";"2066";"4,32";"31";"192";"146";"801";"384";"1";3545407
"Salto Grande";"2016";"3783";"2,37";"2164";"4,14";"31";"193";"156";"822";"415";"2";3545407
"Salto Grande";"2017";"3907";"2,3";"2249";"4";"35";"195";"166";"821";"439";"2";3545407
"Sandovalina";"2013";"1497";"2,57";"911";"4,23";"17";"65";"79";"262";"163";"-";3545506
"Sandovalina";"2014";"1704";"2,29";"1036";"3,77";"18";"75";"82";"276";"217";"-";3545506
"Sandovalina";"2015";"1800";"2,2";"1094";"3,62";"20";"79";"85";"286";"236";"-";3545506
"Sandovalina";"2016";"1856";"2,16";"1106";"3,62";"20";"100";"94";"297";"239";"-";3545506
"Sandovalina";"2017";"1924";"2,11";"1147";"3,54";"21";"101";"97";"311";"247";"-";3545506
"Santa Adélia";"2013";"9460";"1,53";"5084";"2,85";"91";"998";"1032";"1430";"823";"2";3545605
"Santa Adélia";"2014";"9860";"1,48";"5314";"2,74";"92";"1001";"1064";"1511";"876";"2";3545605
"Santa Adélia";"2015";"10077";"1,45";"5434";"2,69";"90";"987";"1069";"1568";"927";"2";3545605
"Santa Adélia";"2016";"10381";"1,41";"5609";"2,62";"86";"967";"1114";"1626";"976";"3";3545605
"Santa Adélia";"2017";"10603";"1,39";"5781";"2,55";"89";"914";"1087";"1685";"1044";"3";3545605
"Santa Albertina";"2013";"3288";"1,74";"1718";"3,32";"28";"152";"290";"775";"325";"-";3545704
"Santa Albertina";"2014";"3500";"1,63";"1845";"3,09";"29";"156";"325";"798";"347";"-";3545704
"Santa Albertina";"2015";"3653";"1,56";"1912";"2,98";"29";"166";"336";"834";"376";"-";3545704
"Santa Albertina";"2016";"3824";"1,49";"2030";"2,81";"28";"170";"355";"847";"394";"-";3545704
"Santa Albertina";"2017";"3978";"1,43";"2119";"2,69";"28";"179";"371";"864";"417";"-";3545704
"Santa Bárbara d'Oeste";"2013";"123324";"1,48";"74656";"2,45";"308";"2927";"1576";"32350";"11474";"33";3545803
"Santa Bárbara d'Oeste";"2014";"128919";"1,43";"78133";"2,35";"343";"2987";"1767";"33212";"12443";"34";3545803
"Santa Bárbara d'Oeste";"2015";"132749";"1,39";"80543";"2,29";"362";"3031";"1854";"33784";"13143";"32";3545803
"Santa Bárbara d'Oeste";"2016";"135343";"1,37";"82067";"2,26";"376";"3080";"1999";"34026";"13762";"33";3545803
"Santa Bárbara d'Oeste";"2017";"138497";"1,35";"84052";"2,22";"389";"3104";"2166";"34454";"14300";"32";3545803
"Santa Branca";"2013";"5565";"2,5";"3727";"3,73";"34";"155";"91";"901";"656";"1";3546009
"Santa Branca";"2014";"5786";"2,41";"3859";"3,61";"35";"154";"98";"939";"700";"1";3546009
"Santa Branca";"2015";"6044";"2,31";"4074";"3,43";"38";"157";"107";"960";"707";"1";3546009
"Santa Branca";"2016";"6288";"2,23";"4256";"3,29";"39";"153";"114";"987";"737";"2";3546009
"Santa Branca";"2017";"6572";"2,14";"4448";"3,16";"37";"150";"120";"1033";"780";"4";3546009
"Santa Clara d'Oeste";"2013";"981";"2,11";"598";"3,45";"4";"36";"51";"207";"85";"-";3546108
"Santa Clara d'Oeste";"2014";"1059";"1,94";"635";"3,24";"6";"43";"69";"207";"99";"-";3546108
"Santa Clara d'Oeste";"2015";"1118";"1,84";"664";"3,09";"6";"43";"73";"216";"116";"-";3546108
"Santa Clara d'Oeste";"2016";"1168";"1,75";"677";"3,02";"6";"46";"82";"230";"127";"-";3546108
"Santa Clara d'Oeste";"2017";"1213";"1,68";"697";"2,92";"8";"42";"93";"235";"138";"-";3546108
"Santa Cruz da Conceição";"2013";"2265";"1,81";"1310";"3,13";"15";"155";"65";"371";"349";"-";3546207
"Santa Cruz da Conceição";"2014";"2398";"1,73";"1386";"2,99";"16";"168";"74";"373";"381";"-";3546207
"Santa Cruz da Conceição";"2015";"2523";"1,66";"1463";"2,86";"16";"175";"76";"391";"402";"-";3546207
"Santa Cruz da Conceição";"2016";"2626";"1,6";"1511";"2,79";"16";"178";"87";"390";"443";"1";3546207
"Santa Cruz da Conceição";"2017";"2720";"1,56";"1551";"2,74";"16";"177";"95";"394";"486";"1";3546207
"Santa Cruz da Esperança";"2013";"619";"3,22";"421";"4,73";"4";"28";"21";"39";"106";"-";3546256
"Santa Cruz da Esperança";"2014";"677";"2,96";"455";"4,4";"3";"37";"22";"35";"125";"-";3546256
"Santa Cruz da Esperança";"2015";"718";"2,81";"471";"4,28";"3";"45";"27";"42";"130";"-";3546256
"Santa Cruz da Esperança";"2016";"751";"2,7";"486";"4,18";"3";"49";"28";"49";"136";"-";3546256
"Santa Cruz da Esperança";"2017";"822";"2,48";"519";"3,93";"4";"57";"35";"49";"158";"-";3546256
"Santa Cruz das Palmeiras";"2013";"15120";"2,06";"8714";"3,57";"198";"1071";"655";"3051";"1426";"5";3546306
"Santa Cruz das Palmeiras";"2014";"15922";"1,98";"9145";"3,44";"203";"1103";"689";"3225";"1552";"5";3546306
"Santa Cruz das Palmeiras";"2015";"16400";"1,95";"9402";"3,39";"211";"1080";"667";"3395";"1640";"5";3546306
"Santa Cruz das Palmeiras";"2016";"16917";"1,91";"9677";"3,33";"220";"1097";"682";"3526";"1710";"5";3546306
"Santa Cruz das Palmeiras";"2017";"17513";"1,86";"9977";"3,27";"245";"1099";"730";"3643";"1814";"5";3546306
"Santa Cruz do Rio Pardo";"2013";"27945";"1,59";"14587";"3,06";"97";"1778";"1073";"6995";"3401";"14";3546405
"Santa Cruz do Rio Pardo";"2014";"29415";"1,52";"15212";"2,94";"102";"1864";"1179";"7379";"3665";"14";3546405
"Santa Cruz do Rio Pardo";"2015";"30501";"1,48";"15725";"2,86";"110";"1882";"1229";"7703";"3838";"14";3546405
"Santa Cruz do Rio Pardo";"2016";"31393";"1,44";"16118";"2,81";"118";"1923";"1284";"7927";"4008";"15";3546405
"Santa Cruz do Rio Pardo";"2017";"32304";"1,41";"16489";"2,76";"114";"1961";"1323";"8152";"4250";"15";3546405
"Santa Ernestina";"2013";"2528";"2,2";"1600";"3,47";"65";"98";"52";"368";"345";"-";3546504
"Santa Ernestina";"2014";"2673";"2,07";"1689";"3,28";"77";"100";"63";"385";"359";"-";3546504
"Santa Ernestina";"2015";"2786";"1,99";"1744";"3,18";"84";"102";"62";"417";"377";"-";3546504
"Santa Ernestina";"2016";"2862";"1,94";"1796";"3,08";"84";"100";"67";"425";"390";"-";3546504
"Santa Ernestina";"2017";"2981";"1,86";"1829";"3,03";"91";"94";"77";"482";"408";"-";3546504
"Santa Fé do Sul";"2013";"20917";"1,42";"11077";"2,68";"39";"865";"1319";"5666";"1947";"4";3546603
"Santa Fé do Sul";"2014";"22098";"1,35";"11756";"2,54";"41";"792";"1394";"6027";"2084";"4";3546603
"Santa Fé do Sul";"2015";"23170";"1,3";"12293";"2,44";"48";"809";"1506";"6283";"2227";"4";3546603
"Santa Fé do Sul";"2016";"24135";"1,25";"12776";"2,36";"48";"820";"1589";"6537";"2361";"4";3546603
"Santa Fé do Sul";"2017";"25113";"1,21";"13334";"2,28";"51";"831";"1671";"6698";"2524";"4";3546603
"Santa Gertrudes";"2013";"13093";"1,75";"7236";"3,17";"28";"772";"339";"3565";"1152";"1";3546702
"Santa Gertrudes";"2014";"13874";"1,69";"7656";"3,06";"32";"781";"364";"3784";"1256";"1";3546702
"Santa Gertrudes";"2015";"14558";"1,64";"7967";"3,01";"36";"796";"393";"4027";"1338";"1";3546702
"Santa Gertrudes";"2016";"15076";"1,62";"8201";"2,97";"37";"798";"415";"4202";"1422";"1";3546702
"Santa Gertrudes";"2017";"15539";"1,6";"8432";"2,94";"39";"799";"433";"4287";"1548";"1";3546702
"Santa Isabel";"2013";"23647";"2,19";"13786";"3,76";"121";"1406";"334";"5411";"2577";"12";3546801
"Santa Isabel";"2014";"24990";"2,1";"14599";"3,59";"123";"1415";"354";"5679";"2802";"18";3546801
"Santa Isabel";"2015";"25991";"2,03";"15206";"3,48";"115";"1393";"388";"5928";"2942";"19";3546801
"Santa Isabel";"2016";"26940";"1,98";"15752";"3,38";"128";"1399";"423";"6146";"3069";"23";3546801
"Santa Isabel";"2017";"27934";"1,92";"16337";"3,29";"123";"1394";"450";"6399";"3204";"27";3546801
"Santa Lúcia";"2013";"3523";"2,37";"2291";"3,64";"46";"161";"66";"597";"360";"2";3546900
"Santa Lúcia";"2014";"3762";"2,23";"2444";"3,43";"44";"170";"81";"628";"393";"2";3546900
"Santa Lúcia";"2015";"3842";"2,19";"2485";"3,39";"44";"171";"84";"658";"398";"2";3546900
"Santa Lúcia";"2016";"3933";"2,15";"2553";"3,31";"45";"163";"93";"673";"404";"2";3546900
"Santa Lúcia";"2017";"4046";"2,09";"2641";"3,21";"47";"160";"101";"681";"414";"2";3546900
"Santa Maria da Serra";"2013";"3242";"1,73";"1727";"3,26";"25";"478";"234";"325";"453";"-";3547007
"Santa Maria da Serra";"2014";"3363";"1,69";"1804";"3,16";"27";"460";"238";"350";"483";"1";3547007
"Santa Maria da Serra";"2015";"3407";"1,69";"1852";"3,12";"30";"454";"242";"342";"486";"1";3547007
"Santa Maria da Serra";"2016";"3419";"1,71";"1862";"3,14";"32";"417";"259";"353";"495";"1";3547007
