"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Sales Oliveira";"2012";"246503,23";"22898,58";"0,015811";3544905
"Sales Oliveira";"2013";"265310,7";"24409,85";"0,015468";3544905
"Sales Oliveira";"2014";"285160,36";"25982,72";"0,015346";3544905
"Sales Oliveira";"2015";"285575,55";"25766,99";"0,014721";3544905
"Salesópolis";"2011";"136584,46";"8675,88";"0,009507";3545001
"Salesópolis";"2012";"145900,16";"9198,67";"0,009358";3545001
"Salesópolis";"2013";"162547,44";"10170,02";"0,009477";3545001
"Salesópolis";"2014";"182389,17";"11325,71";"0,009815";3545001
"Salesópolis";"2015";"193193,39";"11906,41";"0,009959";3545001
"Salmourão";"2011";"54128,92";"11176,73";"0,003768";3545100
"Salmourão";"2012";"61904,66";"12706,21";"0,003971";3545100
"Salmourão";"2013";"56338,23";"11495,25";"0,003285";3545100
"Salmourão";"2014";"59189,91";"12006,07";"0,003185";3545100
"Salmourão";"2015";"60281,84";"12153,6";"0,003107";3545100
"Saltinho";"2011";"137169,88";"19214,16";"0,009548";3545159
"Saltinho";"2012";"151463,55";"20946,42";"0,009715";3545159
"Saltinho";"2013";"169967,83";"23200,63";"0,009909";3545159
"Saltinho";"2014";"170585,97";"22990,02";"0,00918";3545159
"Saltinho";"2015";"193066,69";"25684,01";"0,009952";3545159
"Salto";"2011";"3917572";"36814,44";"0,272684";3545209
"Salto";"2012";"4385520,32";"40821,36";"0,281297";3545209
"Salto";"2013";"5019800,89";"46282,94";"0,292659";3545209
"Salto";"2014";"5695363,77";"52014,35";"0,3065";3545209
"Salto";"2015";"5598539,41";"50646,26";"0,288601";3545209
"Salto de Pirapora";"2011";"1055768,76";"26058,71";"0,073487";3545308
"Salto de Pirapora";"2012";"1109475,48";"27095,4";"0,071164";3545308
"Salto de Pirapora";"2013";"1254431,97";"30312";"0,073135";3545308
"Salto de Pirapora";"2014";"1383574,2";"33079,29";"0,074458";3545308
"Salto de Pirapora";"2015";"1406399,73";"33269,46";"0,072499";3545308
"Salto Grande";"2011";"139771,82";"15859,73";"0,009729";3545407
"Salto Grande";"2012";"165632,26";"18730,32";"0,010624";3545407
"Salto Grande";"2013";"188413,13";"21239,22";"0,010985";3545407
"Salto Grande";"2014";"192192,71";"21594,69";"0,010343";3545407
"Salto Grande";"2015";"180100,9";"20168,07";"0,009284";3545407
"Sandovalina";"2011";"271356,11";"72458,24";"0,018888";3545506
"Sandovalina";"2012";"309813,29";"81594,23";"0,019872";3545506
"Sandovalina";"2013";"319991,04";"83092,97";"0,018656";3545506
"Sandovalina";"2014";"280085,18";"71724,76";"0,015073";3545506
"Sandovalina";"2015";"372940,65";"94176,93";"0,019225";3545506
"Santa Adélia";"2011";"216384,09";"15041,3";"0,015061";3545605
"Santa Adélia";"2012";"230166,27";"15931,77";"0,014763";3545605
"Santa Adélia";"2013";"257142,21";"17724,17";"0,014992";3545605
"Santa Adélia";"2014";"260049,42";"17848,28";"0,013995";3545605
"Santa Adélia";"2015";"281362,57";"19230,58";"0,014504";3545605
"Santa Albertina";"2011";"106297,32";"18586,7";"0,007399";3545704
"Santa Albertina";"2012";"99624,86";"17432,17";"0,00639";3545704
"Santa Albertina";"2013";"138918,52";"24324,73";"0,008099";3545704
"Santa Albertina";"2014";"154989,81";"27157,84";"0,008341";3545704
"Santa Albertina";"2015";"161654,61";"28340,57";"0,008333";3545704
"Santa Bárbara d'Oeste";"2011";"4080650,78";"22561,74";"0,284035";3545803
"Santa Bárbara d'Oeste";"2012";"4363159,99";"23998,2";"0,279863";3545803
"Santa Bárbara d'Oeste";"2013";"5060780,07";"27690,25";"0,295048";3545803
"Santa Bárbara d'Oeste";"2014";"5202728,73";"28318,79";"0,279988";3545803
"Santa Bárbara d'Oeste";"2015";"5280768,35";"28593,84";"0,27222";3545803
"Santa Branca";"2011";"247973,47";"17966,49";"0,01726";3546009
"Santa Branca";"2012";"201504,43";"14554,31";"0,012925";3546009
"Santa Branca";"2013";"241274,77";"17370,39";"0,014067";3546009
"Santa Branca";"2014";"241547,2";"17335,09";"0,012999";3546009
"Santa Branca";"2015";"244064,85";"17459,39";"0,012581";3546009
"Santa Clara d'Oeste";"2011";"33055,93";"15907,57";"0,002301";3546108
"Santa Clara d'Oeste";"2012";"40004,13";"19316,34";"0,002566";3546108
"Santa Clara d'Oeste";"2013";"46602,42";"22556,84";"0,002717";3546108
"Santa Clara d'Oeste";"2014";"43632,13";"21190,93";"0,002348";3546108
"Santa Clara d'Oeste";"2015";"43192,86";"21038,9";"0,002227";3546108
"Santa Cruz da Conceição";"2011";"106714,14";"26453,68";"0,007428";3546207
"Santa Cruz da Conceição";"2012";"116971,93";"28747,1";"0,007503";3546207
"Santa Cruz da Conceição";"2013";"121192,14";"29515,87";"0,007066";3546207
"Santa Cruz da Conceição";"2014";"126096,3";"30435,99";"0,006786";3546207
"Santa Cruz da Conceição";"2015";"125304,46";"29977,14";"0,006459";3546207
"Santa Cruz da Esperança";"2011";"22230,14";"11313,05";"0,001547";3546256
"Santa Cruz da Esperança";"2012";"31055,92";"15700,67";"0,001992";3546256
"Santa Cruz da Esperança";"2013";"33513,85";"16832,67";"0,001954";3546256
"Santa Cruz da Esperança";"2014";"36548,43";"18237,74";"0,001967";3546256
"Santa Cruz da Esperança";"2015";"37649,73";"18656,95";"0,001941";3546256
"Santa Cruz das Palmeiras";"2011";"298084,63";"9842,65";"0,020748";3546306
"Santa Cruz das Palmeiras";"2012";"329116,8";"10726,71";"0,02111";3546306
"Santa Cruz das Palmeiras";"2013";"372292,01";"11976,58";"0,021705";3546306
"Santa Cruz das Palmeiras";"2014";"388734,31";"12343,91";"0,02092";3546306
"Santa Cruz das Palmeiras";"2015";"413688,35";"12966,25";"0,021325";3546306
"Santa Cruz do Rio Pardo";"2011";"1001334,41";"22696,73";"0,069698";3546405
"Santa Cruz do Rio Pardo";"2012";"1246707,38";"28116,36";"0,079967";3546405
"Santa Cruz do Rio Pardo";"2013";"1403519,59";"31493,06";"0,081827";3546405
"Santa Cruz do Rio Pardo";"2014";"1571372,51";"35082,33";"0,084564";3546405
"Santa Cruz do Rio Pardo";"2015";"1682933,78";"37382,74";"0,086754";3546405
"Santa Ernestina";"2011";"54630,4";"9818,55";"0,003803";3546504
"Santa Ernestina";"2012";"62068,64";"11167,44";"0,003981";3546504
"Santa Ernestina";"2013";"75742,78";"13642,43";"0,004416";3546504
"Santa Ernestina";"2014";"74170,53";"13373,7";"0,003992";3546504
"Santa Ernestina";"2015";"80435,5";"14516,42";"0,004146";3546504
"Santa Fé do Sul";"2011";"652605,19";"22211,81";"0,045425";3546603
"Santa Fé do Sul";"2012";"729027,51";"24672,65";"0,046762";3546603
"Santa Fé do Sul";"2013";"793439,11";"26699,84";"0,046258";3546603
"Santa Fé do Sul";"2014";"865951,95";"28975,17";"0,046602";3546603
"Santa Fé do Sul";"2015";"932778,07";"31034,67";"0,048084";3546603
"Santa Gertrudes";"2011";"1079952,08";"49015,21";"0,07517";3546702
"Santa Gertrudes";"2012";"1220042,44";"54236,16";"0,078256";3546702
"Santa Gertrudes";"2013";"1341433,59";"58404,46";"0,078207";3546702
"Santa Gertrudes";"2014";"1556583,54";"66378,83";"0,083769";3546702
"Santa Gertrudes";"2015";"1633398,29";"68220,29";"0,084201";3546702
"Santa Isabel";"2011";"983498,03";"19330,14";"0,068457";3546801
"Santa Isabel";"2012";"1173062,04";"22834,66";"0,075243";3546801
"Santa Isabel";"2013";"1318219,74";"25414,89";"0,076853";3546801
"Santa Isabel";"2014";"1450356,14";"27694,94";"0,078052";3546801
"Santa Isabel";"2015";"1514766,04";"28648,06";"0,078085";3546801
"Santa Lúcia";"2011";"80888,47";"9770,32";"0,00563";3546900
"Santa Lúcia";"2012";"94147,92";"11325,38";"0,006039";3546900
"Santa Lúcia";"2013";"98305,83";"11777,38";"0,005731";3546900
"Santa Lúcia";"2014";"95094,59";"11346,45";"0,005118";3546900
"Santa Lúcia";"2015";"93732,36";"11138,72";"0,004832";3546900
"Santa Maria da Serra";"2011";"96561,37";"17627,12";"0,006721";3547007
"Santa Maria da Serra";"2012";"118722,26";"21391,4";"0,007615";3547007
"Santa Maria da Serra";"2013";"135857,65";"24156,77";"0,007921";3547007
"Santa Maria da Serra";"2014";"141125,91";"24767,62";"0,007595";3547007
"Santa Maria da Serra";"2015";"133590,92";"23136,63";"0,006887";3547007
"Santa Mercedes";"2011";"43462,73";"15368,72";"0,003025";3547106
"Santa Mercedes";"2012";"51743,81";"18316,39";"0,003319";3547106
"Santa Mercedes";"2013";"53859,9";"19085,72";"0,00314";3547106
"Santa Mercedes";"2014";"48340,67";"17148,16";"0,002601";3547106
"Santa Mercedes";"2015";"49264,73";"17494,58";"0,00254";3547106
"Santa Rita d'Oeste";"2011";"35404,33";"13993,81";"0,002464";3547403
"Santa Rita d'Oeste";"2012";"39777,38";"15803,49";"0,002551";3547403
"Santa Rita d'Oeste";"2013";"40663,86";"16252,54";"0,002371";3547403
"Santa Rita d'Oeste";"2014";"48067,38";"19311,92";"0,002587";3547403
"Santa Rita d'Oeste";"2015";"49723,6";"20090,34";"0,002563";3547403
"Santa Rita do Passa Quatro";"2011";"518274";"19580,41";"0,036075";3547502
"Santa Rita do Passa Quatro";"2012";"566580,5";"21411,1";"0,036342";3547502
"Santa Rita do Passa Quatro";"2013";"541081,09";"20452,89";"0,031546";3547502
"Santa Rita do Passa Quatro";"2014";"564364,6";"21338,65";"0,030372";3547502
"Santa Rita do Passa Quatro";"2015";"595778,44";"22531,52";"0,030712";3547502
"Santa Rosa de Viterbo";"2011";"624245,14";"25985,31";"0,043451";3547601
"Santa Rosa de Viterbo";"2012";"662271,21";"27359,8";"0,04248";3547601
"Santa Rosa de Viterbo";"2013";"697966,12";"28616,9";"0,040692";3547601
"Santa Rosa de Viterbo";"2014";"751243";"30566,91";"0,040429";3547601
"Santa Rosa de Viterbo";"2015";"789830,62";"31894,31";"0,040715";3547601
"Santa Salete";"2011";"17712,67";"12249,43";"0,001233";3547650
"Santa Salete";"2012";"17652,08";"12207,52";"0,001132";3547650
"Santa Salete";"2013";"18876,53";"13045,29";"0,001101";3547650
"Santa Salete";"2014";"21507,79";"14863,71";"0,001157";3547650
"Santa Salete";"2015";"22869,75";"15804,94";"0,001179";3547650
"Santana da Ponte Pensa";"2011";"20709,19";"12728,45";"0,001441";3547205
"Santana da Ponte Pensa";"2012";"21844,87";"13551,41";"0,001401";3547205
"Santana da Ponte Pensa";"2013";"23545,82";"14753,02";"0,001373";3547205
"Santana da Ponte Pensa";"2014";"25867,73";"16361,62";"0,001392";3547205
"Santana da Ponte Pensa";"2015";"26218,06";"16742,06";"0,001352";3547205
"Santana de Parnaíba";"2011";"5734691,62";"51467,29";"0,399165";3547304
"Santana de Parnaíba";"2012";"6211289,07";"54268,39";"0,398406";3547304
"Santana de Parnaíba";"2013";"7017109,37";"59685,54";"0,409104";3547304
"Santana de Parnaíba";"2014";"8065196,68";"66784,22";"0,434034";3547304
"Santana de Parnaíba";"2015";"7832604,59";"63140,71";"0,403765";3547304
"Santo Anastácio";"2011";"250168,26";"12243,34";"0,017413";3547700
"Santo Anastácio";"2012";"282804,51";"13870,45";"0,01814";3547700
"Santo Anastácio";"2013";"302108,2";"14849,99";"0,017613";3547700
"Santo Anastácio";"2014";"332546,38";"16380,79";"0,017896";3547700
"Santo Anastácio";"2015";"381154,81";"18815,96";"0,019648";3547700
"Santo André";"2011";"21740848,94";"32063,69";"1,513278";3547809
"Santo André";"2012";"23842987,59";"35066,67";"1,529344";3547809
"Santo André";"2013";"26721758,85";"39191,87";"1,557903";3547809
"Santo André";"2014";"28119591,06";"41128,01";"1,513274";3547809
"Santo André";"2015";"26240884,88";"38274";"1,3527";3547809
"Santo Antônio da Alegria";"2011";"111975,22";"17678,44";"0,007794";3547908
"Santo Antônio da Alegria";"2012";"118115,91";"18545,44";"0,007576";3547908
"Santo Antônio da Alegria";"2013";"134729,65";"21035,07";"0,007855";3547908
"Santo Antônio da Alegria";"2014";"143232,13";"22237,56";"0,007708";3547908
"Santo Antônio da Alegria";"2015";"123794,81";"19112,99";"0,006382";3547908
"Santo Antônio de Posse";"2011";"458945,1";"22004,37";"0,031945";3548005
"Santo Antônio de Posse";"2012";"530210,84";"25141,58";"0,034009";3548005
"Santo Antônio de Posse";"2013";"597137,82";"28004,4";"0,034814";3548005
"Santo Antônio de Posse";"2014";"648810,81";"30091,87";"0,034916";3548005
"Santo Antônio de Posse";"2015";"813300,26";"37307,35";"0,041925";3548005
"Santo Antônio do Aracanguá";"2011";"200818,16";"26120,99";"0,013978";3548054
"Santo Antônio do Aracanguá";"2012";"181188,03";"23364,03";"0,011622";3548054
"Santo Antônio do Aracanguá";"2013";"189140,7";"24177,52";"0,011027";3548054
"Santo Antônio do Aracanguá";"2014";"175196,89";"22196,49";"0,009428";3548054
"Santo Antônio do Aracanguá";"2015";"215498,89";"27065,92";"0,011109";3548054
"Santo Antônio do Jardim";"2011";"96342,77";"16249,41";"0,006706";3548104
"Santo Antônio do Jardim";"2012";"98684,07";"16689,34";"0,00633";3548104
"Santo Antônio do Jardim";"2013";"106207";"18007,29";"0,006192";3548104
"Santo Antônio do Jardim";"2014";"129574,54";"22028,99";"0,006973";3548104
"Santo Antônio do Jardim";"2015";"130960,45";"22325,34";"0,006751";3548104
"Santo Antônio do Pinhal";"2011";"61798,66";"9511,88";"0,004302";3548203
"Santo Antônio do Pinhal";"2012";"64638,41";"9927,57";"0,004146";3548203
"Santo Antônio do Pinhal";"2013";"76853,12";"11781,87";"0,004481";3548203
"Santo Antônio do Pinhal";"2014";"87289,94";"13353,21";"0,004698";3548203
"Santo Antônio do Pinhal";"2015";"91449,76";"13963,93";"0,004714";3548203
"Santo Expedito";"2011";"23325,33";"8274,33";"0,001624";3548302
"Santo Expedito";"2012";"23506,16";"8288,49";"0,001508";3548302
"Santo Expedito";"2013";"27534,41";"9647,65";"0,001605";3548302
"Santo Expedito";"2014";"28652,08";"9972,88";"0,001542";3548302
"Santo Expedito";"2015";"30878,41";"10680,87";"0,001592";3548302
"Santópolis do Aguapeí";"2011";"47572,29";"11027,42";"0,003311";3548401
"Santópolis do Aguapeí";"2012";"50988,72";"11708,09";"0,003271";3548401
"Santópolis do Aguapeí";"2013";"55928,38";"12716,78";"0,003261";3548401
"Santópolis do Aguapeí";"2014";"56461,68";"12719,46";"0,003039";3548401
"Santópolis do Aguapeí";"2015";"56954,31";"12707,34";"0,002936";3548401
"Santos";"2011";"15447745,79";"36760,92";"1,075245";3548500
"Santos";"2012";"16850211,71";"40018,74";"1,080811";3548500
"Santos";"2013";"18871519,11";"44730,26";"1,100227";3548500
"Santos";"2014";"20147781,95";"47660,32";"1,084266";3548500
"Santos";"2015";"19965591,56";"47135,46";"1,029213";3548500
"São Bento do Sapucaí";"2011";"115779,48";"11058,21";"0,008059";3548609
"São Bento do Sapucaí";"2012";"138422,72";"13218,36";"0,008879";3548609
"São Bento do Sapucaí";"2013";"146346,84";"13969,73";"0,008532";3548609
"São Bento do Sapucaí";"2014";"166724,27";"15911,84";"0,008972";3548609
"São Bento do Sapucaí";"2015";"173238,88";"16528,85";"0,00893";3548609
"São Bernardo do Campo";"2011";"46490389,44";"60364,82";"3,235976";3548708
"São Bernardo do Campo";"2012";"45300599,17";"58420,12";"2,905685";3548708
"São Bernardo do Campo";"2013";"48789308,73";"62491,51";"2,844462";3548708
"São Bernardo do Campo";"2014";"47551620,3";"60492,24";"2,559021";3548708
"São Bernardo do Campo";"2015";"42745533,28";"54008,53";"2,203503";3548708
"São Caetano do Sul";"2011";"13279744,94";"88846,74";"0,92434";3548807
"São Caetano do Sul";"2012";"15094571,63";"100797,8";"0,968201";3548807
"São Caetano do Sul";"2013";"15952825,98";"106327,36";"0,930065";3548807
"São Caetano do Sul";"2014";"16153418,64";"107460,92";"0,869306";3548807
"São Caetano do Sul";"2015";"13302120,23";"88324,56";"0,685715";3548807
"São Carlos";"2011";"7464659,78";"33330,77";"0,51958";3548906
"São Carlos";"2012";"8166704,83";"36096,89";"0,523831";3548906
"São Carlos";"2013";"9133309,21";"39960,93";"0,53248";3548906
"São Carlos";"2014";"9796012,91";"42427,19";"0,527179";3548906
"São Carlos";"2015";"9760682,71";"41846,62";"0,503156";3548906
"São Francisco";"2011";"27190,73";"9770,3";"0,001893";3549003
"São Francisco";"2012";"29183,98";"10535,73";"0,001872";3549003
"São Francisco";"2013";"32449,91";"11761,47";"0,001892";3549003
"São Francisco";"2014";"35192,34";"12815,86";"0,001894";3549003
"São Francisco";"2015";"38910,6";"14226,91";"0,002006";3549003
"São João da Boa Vista";"2011";"1953123,22";"23250,91";"0,135948";3549102
"São João da Boa Vista";"2012";"2121413,52";"25128,38";"0,136072";3549102
"São João da Boa Vista";"2013";"2379005,46";"28039,76";"0,138698";3549102
"São João da Boa Vista";"2014";"2610606,05";"30616,12";"0,140491";3549102
"São João da Boa Vista";"2015";"2697630,01";"31479,43";"0,139061";3549102
"São João das Duas Pontes";"2011";"24327,86";"9514,22";"0,001693";3549201
"São João das Duas Pontes";"2012";"28540,42";"11205,5";"0,001831";3549201
"São João das Duas Pontes";"2013";"27204,83";"10723,23";"0,001586";3549201
"São João das Duas Pontes";"2014";"31120,75";"12315,3";"0,001675";3549201
"São João das Duas Pontes";"2015";"32772,8";"13020,58";"0,001689";3549201
"São João de Iracema";"2011";"40469,27";"22646,48";"0,002817";3549250
"São João de Iracema";"2012";"31379,63";"17471,95";"0,002013";3549250
"São João de Iracema";"2013";"34162,96";"18947,84";"0,001992";3549250
"São João de Iracema";"2014";"29351,31";"16198,3";"0,00158";3549250
"São João de Iracema";"2015";"30165,54";"16574,47";"0,001555";3549250
"São João do Pau d'Alho";"2011";"25689,48";"12285,74";"0,001788";3549300
"São João do Pau d'Alho";"2012";"37793,95";"18196,41";"0,002424";3549300
"São João do Pau d'Alho";"2013";"40975,59";"19852,51";"0,002389";3549300
"São João do Pau d'Alho";"2014";"36746,34";"17925,04";"0,001978";3549300
"São João do Pau d'Alho";"2015";"39586,76";"19433,85";"0,002041";3549300
"São Joaquim da Barra";"2011";"1100664,76";"23481,35";"0,076612";3549409
"São Joaquim da Barra";"2012";"1144441,29";"24204,08";"0,073407";3549409
"São Joaquim da Barra";"2013";"1329146,91";"27867,64";"0,077491";3549409
"São Joaquim da Barra";"2014";"1395155,78";"28999,29";"0,075081";3549409
"São Joaquim da Barra";"2015";"1396142,96";"28768,66";"0,07197";3549409
"São José da Bela Vista";"2011";"92350,67";"10951,11";"0,006428";3549508
"São José da Bela Vista";"2012";"103463,84";"12223,99";"0,006636";3549508
"São José da Bela Vista";"2013";"109995,13";"12949,74";"0,006413";3549508
"São José da Bela Vista";"2014";"116168,65";"13628,42";"0,006252";3549508
"São José da Bela Vista";"2015";"115129,67";"13457,59";"0,005935";3549508
"São José do Barreiro";"2011";"35613,12";"8737,27";"0,002479";3549607
"São José do Barreiro";"2012";"35792,05";"8785,48";"0,002296";3549607
"São José do Barreiro";"2013";"42040,2";"10324,21";"0,002451";3549607
"São José do Barreiro";"2014";"43527,82";"10694,8";"0,002342";3549607
"São José do Barreiro";"2015";"44699,02";"10987,96";"0,002304";3549607
"São José do Rio Pardo";"2011";"1266077,7";"24335,48";"0,088126";3549706
"São José do Rio Pardo";"2012";"1370344,49";"26267,91";"0,087897";3549706
"São José do Rio Pardo";"2013";"1443661,43";"27598,19";"0,084167";3549706
"São José do Rio Pardo";"2014";"1480685,1";"28229,34";"0,079684";3549706
"São José do Rio Pardo";"2015";"1656318,18";"31491,93";"0,085382";3549706
"São José do Rio Preto";"2011";"11200538,24";"27171,33";"0,779617";3549805
"São José do Rio Preto";"2012";"12464503,65";"29914,57";"0,799502";3549805
"São José do Rio Preto";"2013";"14310836,41";"33978,85";"0,834335";3549805
"São José do Rio Preto";"2014";"15802009,9";"37118,67";"0,850395";3549805
"São José do Rio Preto";"2015";"14951112,17";"34744,82";"0,77072";3549805
"São José dos Campos";"2011";"25518740,36";"40025,32";"1,776239";3549904
"São José dos Campos";"2012";"26584748,51";"41144,01";"1,705207";3549904
"São José dos Campos";"2013";"28290099,8";"43202,4";"1,649339";3549904
"São José dos Campos";"2014";"30927049,98";"46602,71";"1,664359";3549904
"São José dos Campos";"2015";"36398100,25";"54119,06";"1,876297";3549904
"São Lourenço da Serra";"2011";"218631,17";"15490,38";"0,015218";3549953
"São Lourenço da Serra";"2012";"183508,93";"12857,97";"0,011771";3549953
"São Lourenço da Serra";"2013";"222472,23";"15415,2";"0,01297";3549953
"São Lourenço da Serra";"2014";"215393,86";"14758,06";"0,011592";3549953
"São Lourenço da Serra";"2015";"207484,27";"14058,15";"0,010696";3549953
"São Luís do Paraitinga";"2011";"96317,58";"9250,63";"0,006704";3550001
"São Luís do Paraitinga";"2012";"105338,79";"10102,5";"0,006757";3550001
"São Luís do Paraitinga";"2013";"125566,02";"12025,09";"0,007321";3550001
"São Luís do Paraitinga";"2014";"148505,27";"14200,16";"0,007992";3550001
"São Luís do Paraitinga";"2015";"142299,82";"13587,3";"0,007335";3550001
"São Manuel";"2011";"759279,25";"19746,16";"0,05285";3550100
"São Manuel";"2012";"859217,63";"22272,22";"0,055112";3550100
"São Manuel";"2013";"936023,12";"24184,14";"0,054571";3550100
"São Manuel";"2014";"1004515,38";"25869,57";"0,054059";3550100
"São Manuel";"2015";"1004742,94";"25791,08";"0,051794";3550100
"São Miguel Arcanjo";"2011";"405841,77";"12887,14";"0,028249";3550209
"São Miguel Arcanjo";"2012";"420464,76";"13331,58";"0,02697";3550209
"São Miguel Arcanjo";"2013";"474871,16";"15034,23";"0,027685";3550209
"São Miguel Arcanjo";"2014";"556844,9";"17602,73";"0,029967";3550209
"São Miguel Arcanjo";"2015";"575361,63";"18161,09";"0,029659";3550209
"São Paulo";"2011";"501964421,3";"44373,13";"34,939372";3550308
"São Paulo";"2012";"538877121,41";"47356,69";"34,564821";3550308
"São Paulo";"2013";"582079726,49";"50853,2";"33,935791";3550308
"São Paulo";"2014";"628064882,14";"54548,71";"33,79971";3550308
"São Paulo";"2015";"650544788,73";"56169,59";"33,535137";3550308
"São Pedro";"2011";"450944,29";"14135,74";"0,031388";3550407
"São Pedro";"2012";"471889,78";"14666,35";"0,030268";3550407
"São Pedro";"2013";"535546,12";"16502,72";"0,031223";3550407
"São Pedro";"2014";"578245,98";"17666,61";"0,031119";3550407
"São Pedro";"2015";"606447,54";"18369,96";"0,031262";3550407
"São Pedro do Turvo";"2011";"94589,79";"13119,25";"0,006584";3550506
"São Pedro do Turvo";"2012";"120346,14";"16659,21";"0,007719";3550506
"São Pedro do Turvo";"2013";"139042,42";"19207,41";"0,008106";3550506
"São Pedro do Turvo";"2014";"159711,33";"22020,04";"0,008595";3550506
"São Pedro do Turvo";"2015";"129887,79";"17871,19";"0,006696";3550506
"São Roque";"2011";"1621334,45";"20356,25";"0,112853";3550605
"São Roque";"2012";"1807338,04";"22424,66";"0,115927";3550605
"São Roque";"2013";"2063346,65";"25299,44";"0,120295";3550605
"São Roque";"2014";"2272457,77";"27535,6";"0,122294";3550605
"São Roque";"2015";"2438279,05";"29197,45";"0,125692";3550605
"São Sebastião";"2011";"4239894,33";"56415,33";"0,295119";3550704
"São Sebastião";"2012";"4550425,66";"59450,05";"0,291875";3550704
"São Sebastião";"2013";"5407710,1";"69368,75";"0,315275";3550704
"São Sebastião";"2014";"5254868,87";"66186,4";"0,282794";3550704
"São Sebastião";"2015";"3691903,69";"45657,41";"0,190315";3550704
"São Sebastião da Grama";"2011";"150893,57";"12494,29";"0,010503";3550803
"São Sebastião da Grama";"2012";"218158,32";"18101,42";"0,013993";3550803
"São Sebastião da Grama";"2013";"195072,72";"16220,91";"0,011373";3550803
"São Sebastião da Grama";"2014";"260687,85";"21722,18";"0,014029";3550803
"São Sebastião da Grama";"2015";"286535";"23925,77";"0,014771";3550803
"São Simão";"2011";"268624,96";"18668,77";"0,018698";3550902
"São Simão";"2012";"319313,39";"22116,18";"0,020481";3550902
"São Simão";"2013";"363375,17";"25082,84";"0,021185";3550902
"São Simão";"2014";"392223,34";"26981,04";"0,021108";3550902
"São Simão";"2015";"404808,02";"27753,19";"0,020868";3550902
"São Vicente";"2011";"3609865,04";"10783,44";"0,251266";3551009
"São Vicente";"2012";"3944432,19";"11692,47";"0,253005";3551009
"São Vicente";"2013";"4514832,2";"13280,68";"0,263219";3551009
"São Vicente";"2014";"4940871,13";"14422,41";"0,265896";3551009
"São Vicente";"2015";"5020187,41";"14541,53";"0,258787";3551009
"Sarapuí";"2011";"115589,43";"12668,72";"0,008046";3551108
"Sarapuí";"2012";"110315,76";"11947,99";"0,007076";3551108
"Sarapuí";"2013";"113563,22";"12154,9";"0,006621";3551108
"Sarapuí";"2014";"124870,35";"13206,81";"0,00672";3551108
"Sarapuí";"2015";"137227,32";"14340,82";"0,007074";3551108
"Sarutaiá";"2011";"27906,86";"7700,57";"0,001942";3551207
"Sarutaiá";"2012";"30862,57";"8511,47";"0,00198";3551207
"Sarutaiá";"2013";"41970,89";"11574,98";"0,002447";3551207
"Sarutaiá";"2014";"50327,5";"13871,97";"0,002708";3551207
"Sarutaiá";"2015";"53348,19";"14700,52";"0,00275";3551207
"Sebastianópolis do Sul";"2011";"190425,19";"62250,8";"0,013255";3551306
"Sebastianópolis do Sul";"2012";"197371,52";"63894,96";"0,01266";3551306
"Sebastianópolis do Sul";"2013";"231104,95";"74048,37";"0,013474";3551306
"Sebastianópolis do Sul";"2014";"254441,99";"80672,79";"0,013693";3551306
"Sebastianópolis do Sul";"2015";"268856,8";"84386,94";"0,013859";3551306
"Serra Azul";"2011";"90018,4";"7950,05";"0,006266";3551405
"Serra Azul";"2012";"115291,44";"10085,86";"0,007395";3551405
"Serra Azul";"2013";"135251,23";"11720,21";"0,007885";3551405
"Serra Azul";"2014";"147996,61";"12703,57";"0,007965";3551405
"Serra Azul";"2015";"125928,01";"10706,34";"0,006492";3551405
"Serra Negra";"2011";"432231,85";"16318,64";"0,030086";3551603
"Serra Negra";"2012";"470469,09";"17680,83";"0,030177";3551603
"Serra Negra";"2013";"506501,03";"18946,66";"0,029529";3551603
"Serra Negra";"2014";"597784,07";"22258,86";"0,03217";3551603
"Serra Negra";"2015";"615165,4";"22799,95";"0,031711";3551603
"Serrana";"2011";"479149,34";"12162,69";"0,033351";3551504
"Serrana";"2012";"509438,15";"12743,28";"0,032677";3551504
"Serrana";"2013";"605341,15";"14921,27";"0,035292";3551504
"Serrana";"2014";"672858,25";"16343,81";"0,03621";3551504
"Serrana";"2015";"835479,88";"19998,08";"0,043068";3551504
"Sertãozinho";"2011";"3893518,48";"34987,85";"0,271009";3551702
"Sertãozinho";"2012";"4194460,13";"37236,1";"0,269042";3551702
"Sertãozinho";"2013";"4289254,63";"37617,45";"0,250068";3551702
"Sertãozinho";"2014";"4360401,75";"37778,89";"0,234658";3551702
"Sertãozinho";"2015";"4743324,27";"40599,53";"0,244515";3551702
"Sete Barras";"2011";"189486,75";"14635,57";"0,013189";3551801
"Sete Barras";"2012";"228233,13";"17715,84";"0,014639";3551801
"Sete Barras";"2013";"158366,77";"12354,07";"0,009233";3551801
"Sete Barras";"2014";"237777,46";"18640,44";"0,012796";3551801
"Sete Barras";"2015";"241753,56";"19046,21";"0,012462";3551801
"Severínia";"2011";"235885,06";"15071,56";"0,016419";3551900
"Severínia";"2012";"242033,55";"15299,21";"0,015525";3551900
"Severínia";"2013";"254858,75";"15937,64";"0,014859";3551900
"Severínia";"2014";"271198,39";"16777,93";"0,014595";3551900
"Severínia";"2015";"278762,63";"17062,23";"0,01437";3551900
