"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Ribeirão dos Índios";"2013";"2980";"98";"302";"660";"1194";"726";3543238
"Ribeirão dos Índios";"2014";"3122";"100";"280";"713";"1288";"741";3543238
"Ribeirão dos Índios";"2015";"3104";"87";"307";"675";"1301";"734";3543238
"Ribeirão dos Índios";"2016";"3107";"85";"279";"729";"1290";"724";3543238
"Ribeirão dos Índios";"2017";"3209";"112";"274";"753";"1343";"727";3543238
"Ribeirão Grande";"2013";"130475";"124856";"623";"1282";"2900";"814";3543253
"Ribeirão Grande";"2014";"106937";"101038";"685";"1337";"3029";"848";3543253
"Ribeirão Grande";"2015";"57401";"51431";"655";"1300";"3014";"1002";3543253
"Ribeirão Grande";"2016";"8991";"3108";"579";"1264";"3010";"1031";3543253
"Ribeirão Grande";"2017";"8920";"2646";"609";"1315";"3295";"1055";3543253
"Ribeirão Pires";"2013";"249760";"89993";"34044";"128";"103744";"21851";3543303
"Ribeirão Pires";"2014";"243602";"85992";"35274";"113";"103246";"18977";3543303
"Ribeirão Pires";"2015";"225222";"77534";"32233";"100";"96499";"18856";3543303
"Ribeirão Pires";"2016";"218446";"71950";"31132";"94";"96055";"19216";3543303
"Ribeirão Pires";"2017";"226000";"77120";"33657";"90";"95719";"19413";3543303
"Ribeirão Preto";"2013";"1793938";"210679";"624631";"5563";"669972";"283093";3543402
"Ribeirão Preto";"2014";"1905503";"204806";"672422";"5914";"733056";"289304";3543402
"Ribeirão Preto";"2015";"1859649";"186054";"651372";"5490";"720825";"295909";3543402
"Ribeirão Preto";"2016";"1807212";"177940";"617016";"5057";"705828";"301371";3543402
"Ribeirão Preto";"2017";"1856405";"191719";"622837";"5183";"728286";"308380";3543402
"Rifaina";"2013";"8534";"96";"1166";"1207";"4229";"1835";3543600
"Rifaina";"2014";"10035";"166";"1216";"1967";"4649";"2038";3543600
"Rifaina";"2015";"11574";"1311";"1221";"1971";"4879";"2192";3543600
"Rifaina";"2016";"11766";"1773";"1194";"1679";"4901";"2219";3543600
"Rifaina";"2017";"12180";"1595";"1257";"1685";"5309";"2334";3543600
"Rincão";"2013";"22086";"4851";"1742";"6085";"7455";"1953";3543709
"Rincão";"2014";"23479";"4466";"1896";"7111";"7888";"2118";3543709
"Rincão";"2015";"21845";"3996";"1842";"6355";"7624";"2028";3543709
"Rincão";"2016";"22819";"3582";"1666";"8025";"7506";"2040";3543709
"Rincão";"2017";"22562";"3677";"1751";"7427";"7681";"2027";3543709
"Rinópolis";"2013";"16011";"2863";"1928";"3404";"5784";"2031";3543808
"Rinópolis";"2014";"18067";"3547";"1987";"4330";"6169";"2033";3543808
"Rinópolis";"2015";"17435";"2759";"1935";"4571";"6169";"2002";3543808
"Rinópolis";"2016";"16690";"1894";"1845";"4677";"6205";"2069";3543808
"Rinópolis";"2017";"16932";"2260";"1897";"4189";"6433";"2154";3543808
"Rio Claro";"2013";"866405";"532033";"104121";"16574";"160173";"53506";3543907
"Rio Claro";"2014";"836932";"493457";"105199";"17748";"166294";"54235";3543907
"Rio Claro";"2015";"854619";"516436";"109930";"16921";"159999";"51333";3543907
"Rio Claro";"2016";"885347";"550965";"105171";"16740";"158609";"53863";3543907
"Rio Claro";"2017";"966096";"616329";"108256";"16364";"164505";"60641";3543907
"Rio das Pedras";"2013";"97380";"54745";"10020";"2284";"23477";"6854";3544004
"Rio das Pedras";"2014";"101258";"57971";"10037";"1966";"24775";"6509";3544004
"Rio das Pedras";"2015";"95005";"52558";"9552";"1886";"24597";"6412";3544004
"Rio das Pedras";"2016";"90130";"48750";"9095";"1712";"24321";"6252";3544004
"Rio das Pedras";"2017";"96090";"54444";"8640";"1566";"24920";"6520";3544004
"Rio Grande da Serra";"2013";"60117";"18797";"2980";"27";"31195";"7118";3544103
"Rio Grande da Serra";"2014";"60302";"18792";"2822";"20";"31531";"7139";3544103
"Rio Grande da Serra";"2015";"56757";"17098";"2796";"29";"29950";"6884";3544103
"Rio Grande da Serra";"2016";"58232";"11618";"9670";"29";"29945";"6969";3544103
"Rio Grande da Serra";"2017";"59502";"5475";"16682";"25";"30287";"7033";3544103
"Riolândia";"2013";"15579";"328";"1891";"4530";"5447";"3382";3544202
"Riolândia";"2014";"16982";"348";"1891";"4630";"5719";"4394";3544202
"Riolândia";"2015";"15662";"108";"1797";"3964";"5581";"4213";3544202
"Riolândia";"2016";"16293";"227";"1607";"5154";"5355";"3950";3544202
"Riolândia";"2017";"16071";"159";"1713";"4260";"5778";"4161";3544202
"Riversul";"2013";"5428";"90";"537";"1400";"2416";"985";3543501
"Riversul";"2014";"5833";"155";"547";"1494";"2579";"1058";3543501
"Riversul";"2015";"5717";"155";"510";"1452";"2497";"1102";3543501
"Riversul";"2016";"5482";"152";"490";"1513";"2401";"926";3543501
"Riversul";"2017";"5876";"157";"552";"1598";"2601";"968";3543501
"Rosana";"2013";"44148";"580";"4967";"3026";"13202";"22374";3544251
"Rosana";"2014";"29578";"543";"5681";"3454";"14077";"5823";3544251
"Rosana";"2015";"29153";"492";"5958";"3228";"13788";"5687";3544251
"Rosana";"2016";"27787";"423";"5688";"3088";"13018";"5571";3544251
"Rosana";"2017";"29966";"349";"5823";"3703";"13741";"6350";3544251
"Roseira";"2013";"18469";"2946";"4318";"755";"6936";"3513";3544301
"Roseira";"2014";"20252";"4364";"4236";"776";"7463";"3413";3544301
"Roseira";"2015";"20306";"4129";"4494";"712";"7559";"3413";3544301
"Roseira";"2016";"20450";"3799";"4590";"690";"7620";"3751";3544301
"Roseira";"2017";"21164";"4792";"4255";"746";"7779";"3592";3544301
"Rubiácea";"2013";"3700";"6";"321";"913";"1713";"748";3544400
"Rubiácea";"2014";"3889";"2";"308";"957";"1838";"785";3544400
"Rubiácea";"2015";"3842";"2";"304";"930";"1810";"797";3544400
"Rubiácea";"2016";"3846";"2";"267";"960";"1827";"789";3544400
"Rubiácea";"2017";"4106";"1";"276";"1114";"1920";"795";3544400
"Rubinéia";"2013";"7333";"111";"1003";"1833";"2824";"1562";3544509
"Rubinéia";"2014";"7893";"127";"937";"2049";"3161";"1618";3544509
"Rubinéia";"2015";"7874";"119";"875";"2166";"3189";"1526";3544509
"Rubinéia";"2016";"8243";"86";"866";"2665";"3213";"1412";3544509
"Rubinéia";"2017";"8966";"75";"1055";"2673";"3724";"1439";3544509
"Sabino";"2013";"8319";"64";"922";"1129";"4600";"1603";3544608
"Sabino";"2014";"8825";"60";"962";"1217";"5047";"1539";3544608
"Sabino";"2015";"8665";"59";"941";"1178";"4966";"1522";3544608
"Sabino";"2016";"8716";"34";"1063";"1204";"4841";"1574";3544608
"Sabino";"2017";"9252";"40";"1268";"1279";"5065";"1600";3544608
"Sagres";"2013";"3433";"885";"254";"610";"1164";"520";3544707
"Sagres";"2014";"3063";"293";"286";"691";"1248";"545";3544707
"Sagres";"2015";"2937";"199";"254";"719";"1234";"531";3544707
"Sagres";"2016";"2966";"116";"239";"733";"1310";"568";3544707
"Sagres";"2017";"2899";"117";"286";"630";"1319";"547";3544707
"Sales";"2013";"12045";"677";"1748";"1468";"5550";"2602";3544806
"Sales";"2014";"13359";"808";"1996";"1726";"6056";"2773";3544806
"Sales";"2015";"13157";"628";"1992";"1581";"6256";"2700";3544806
"Sales";"2016";"12956";"341";"1838";"1559";"6529";"2688";3544806
"Sales";"2017";"13526";"410";"1968";"1614";"6780";"2754";3544806
"Sales Oliveira";"2013";"27703";"8264";"2806";"3452";"9267";"3914";3544905
"Sales Oliveira";"2014";"29091";"8017";"3056";"3690";"10159";"4168";3544905
"Sales Oliveira";"2015";"27769";"7550";"3116";"3465";"9828";"3809";3544905
"Sales Oliveira";"2016";"26959";"6933";"2949";"3896";"9425";"3756";3544905
"Sales Oliveira";"2017";"28826";"8115";"2867";"3674";"10150";"4020";3544905
"Salesópolis";"2013";"19648";"96";"2778";"4068";"10581";"2126";3545001
"Salesópolis";"2014";"20476";"63";"2994";"4351";"10848";"2219";3545001
"Salesópolis";"2015";"19958";"53";"2833";"4319";"10498";"2255";3545001
"Salesópolis";"2016";"19985";"42";"2586";"4571";"10455";"2332";3545001
"Salesópolis";"2017";"20253";"43";"2681";"4629";"10628";"2272";3545001
"Salmourão";"2013";"4709";"72";"614";"248";"2624";"1151";3545100
"Salmourão";"2014";"4978";"81";"657";"273";"2763";"1205";3545100
"Salmourão";"2015";"4772";"76";"630";"235";"2653";"1178";3545100
"Salmourão";"2016";"4920";"59";"617";"261";"2725";"1258";3545100
"Salmourão";"2017";"5033";"40";"620";"267";"2812";"1294";3545100
"Saltinho";"2013";"23193";"8579";"2313";"2849";"7579";"1871";3545159
"Saltinho";"2014";"22975";"7283";"2531";"3156";"8015";"1990";3545159
"Saltinho";"2015";"21767";"6874";"2350";"2893";"7771";"1878";3545159
"Saltinho";"2016";"22701";"8141";"2239";"2671";"7736";"1914";3545159
"Saltinho";"2017";"23516";"9244";"2296";"2220";"7902";"1853";3545159
"Salto";"2013";"639630";"465558";"39323";"1871";"109372";"23506";3545209
"Salto";"2014";"632994";"446415";"42449";"1874";"118097";"24159";3545209
"Salto";"2015";"605022";"419433";"42676";"1741";"116955";"24216";3545209
"Salto";"2016";"604934";"422409";"41459";"1745";"114727";"24593";3545209
"Salto";"2017";"629186";"441593";"42659";"1625";"117799";"25511";3545209
"Salto de Pirapora";"2013";"365188";"313446";"6848";"1743";"33321";"9830";3545308
"Salto de Pirapora";"2014";"348339";"292728";"8398";"1671";"35181";"10361";3545308
"Salto de Pirapora";"2015";"350918";"296378";"8271";"1564";"34678";"10026";3545308
"Salto de Pirapora";"2016";"357753";"303947";"8313";"1553";"34090";"9850";3545308
"Salto de Pirapora";"2017";"367587";"311668";"9045";"1637";"35081";"10157";3545308
"Salto Grande";"2013";"14753";"1569";"1955";"3128";"5899";"2203";3545407
"Salto Grande";"2014";"15963";"1695";"2259";"3452";"6262";"2295";3545407
"Salto Grande";"2015";"15592";"2121";"2197";"2767";"6112";"2394";3545407
"Salto Grande";"2016";"15671";"2077";"2157";"2934";"6219";"2284";3545407
"Salto Grande";"2017";"16030";"1903";"2131";"3227";"6493";"2277";3545407
"Sandovalina";"2013";"5759";"1282";"488";"1365";"1782";"843";3545506
"Sandovalina";"2014";"6519";"1722";"539";"1451";"1905";"901";3545506
"Sandovalina";"2015";"6919";"628";"2069";"1417";"1905";"900";3545506
"Sandovalina";"2016";"7390";"318";"2978";"1391";"1837";"865";3545506
"Sandovalina";"2017";"7290";"328";"2775";"1362";"1924";"901";3545506
"Santa Adélia";"2013";"23519";"213";"4857";"2302";"11985";"4162";3545605
"Santa Adélia";"2014";"26879";"243";"5446";"3638";"12935";"4617";3545605
"Santa Adélia";"2015";"25327";"226";"5552";"2809";"12387";"4353";3545605
"Santa Adélia";"2016";"24459";"231";"4456";"3094";"12426";"4253";3545605
"Santa Adélia";"2017";"25294";"233";"4424";"2987";"13127";"4523";3545605
"Santa Albertina";"2013";"10156";"1171";"1624";"1791";"4126";"1443";3545704
"Santa Albertina";"2014";"10833";"1061";"1605";"2069";"4578";"1520";3545704
"Santa Albertina";"2015";"10756";"518";"2335";"1855";"4587";"1462";3545704
"Santa Albertina";"2016";"10837";"120";"2538";"1995";"4654";"1530";3545704
"Santa Albertina";"2017";"11319";"133";"2535";"2019";"5014";"1618";3545704
"Santa Bárbara d'Oeste";"2013";"724372";"442744";"75035";"2912";"155397";"48285";3545803
"Santa Bárbara d'Oeste";"2014";"718245";"427271";"79433";"2587";"163434";"45520";3545803
"Santa Bárbara d'Oeste";"2015";"662774";"380026";"78065";"2351";"159123";"43209";3545803
"Santa Bárbara d'Oeste";"2016";"647295";"365499";"75856";"2379";"159561";"44000";3545803
"Santa Bárbara d'Oeste";"2017";"663824";"376832";"77266";"2209";"161973";"45543";3545803
"Santa Branca";"2013";"28806";"10338";"2689";"1093";"10758";"3929";3546009
"Santa Branca";"2014";"29297";"10113";"2761";"1094";"11321";"4010";3546009
"Santa Branca";"2015";"28018";"8764";"2797";"1053";"11047";"4357";3546009
"Santa Branca";"2016";"25251";"6017";"2751";"1000";"11071";"4412";3546009
"Santa Branca";"2017";"24179";"5189";"2694";"1065";"11218";"4014";3546009
"Santa Clara d'Oeste";"2013";"6952";"37";"602";"4272";"1510";"531";3546108
"Santa Clara d'Oeste";"2014";"8127";"36";"710";"5001";"1761";"619";3546108
"Santa Clara d'Oeste";"2015";"7717";"41";"1006";"4446";"1639";"585";3546108
"Santa Clara d'Oeste";"2016";"6252";"41";"1262";"2794";"1587";"569";3546108
"Santa Clara d'Oeste";"2017";"6370";"44";"1505";"2397";"1818";"606";3546108
"Santa Cruz da Conceição";"2013";"34217";"26447";"1292";"2032";"2922";"1524";3546207
"Santa Cruz da Conceição";"2014";"37632";"29403";"1309";"2176";"3076";"1668";3546207
"Santa Cruz da Conceição";"2015";"33168";"24887";"1174";"2237";"3046";"1824";3546207
"Santa Cruz da Conceição";"2016";"30361";"22154";"1067";"2292";"3004";"1844";3546207
"Santa Cruz da Conceição";"2017";"31467";"22850";"1111";"2294";"3226";"1986";3546207
"Santa Cruz da Esperança";"2013";"2839";"119";"362";"651";"1275";"432";3546256
"Santa Cruz da Esperança";"2014";"3349";"104";"530";"822";"1393";"500";3546256
"Santa Cruz da Esperança";"2015";"3296";"104";"416";"808";"1440";"529";3546256
"Santa Cruz da Esperança";"2016";"3389";"118";"404";"802";"1476";"589";3546256
"Santa Cruz da Esperança";"2017";"3521";"110";"388";"794";"1620";"608";3546256
"Santa Cruz das Palmeiras";"2013";"43157";"2016";"9820";"4214";"20427";"6680";3546306
"Santa Cruz das Palmeiras";"2014";"45089";"2146";"10653";"5189";"20665";"6436";3546306
"Santa Cruz das Palmeiras";"2015";"42555";"1896";"10048";"4431";"19811";"6369";3546306
"Santa Cruz das Palmeiras";"2016";"41429";"1592";"9276";"4928";"19492";"6141";3546306
"Santa Cruz das Palmeiras";"2017";"44125";"1717";"9483";"6133";"20393";"6399";3546306
"Santa Cruz do Rio Pardo";"2013";"122424";"50931";"20472";"7376";"32362";"11284";3546405
"Santa Cruz do Rio Pardo";"2014";"134697";"57887";"22297";"7966";"35078";"11469";3546405
"Santa Cruz do Rio Pardo";"2015";"134473";"59862";"21062";"7510";"35027";"11011";3546405
"Santa Cruz do Rio Pardo";"2016";"128825";"53930";"19917";"8331";"35670";"10977";3546405
"Santa Cruz do Rio Pardo";"2017";"130263";"53855";"20283";"8474";"36556";"11095";3546405
"Santa Ernestina";"2013";"6732";"71";"939";"517";"3819";"1386";3546504
"Santa Ernestina";"2014";"7254";"72";"968";"636";"4124";"1454";3546504
"Santa Ernestina";"2015";"7166";"61";"926";"614";"4115";"1451";3546504
"Santa Ernestina";"2016";"6864";"56";"766";"672";"4072";"1297";3546504
"Santa Ernestina";"2017";"7535";"55";"947";"633";"4393";"1507";3546504
"Santa Fé do Sul";"2013";"81617";"23357";"18329";"2609";"27845";"9477";3546603
"Santa Fé do Sul";"2014";"86989";"23544";"19583";"3230";"30827";"9806";3546603
"Santa Fé do Sul";"2015";"81645";"21106";"17936";"2856";"30462";"9284";3546603
"Santa Fé do Sul";"2016";"79752";"20598";"16849";"2866";"29940";"9499";3546603
"Santa Fé do Sul";"2017";"78253";"13696";"18239";"3496";"32611";"10211";3546603
"Santa Gertrudes";"2013";"380991";"353627";"5281";"647";"16161";"5275";3546702
"Santa Gertrudes";"2014";"422677";"393502";"6164";"636";"16977";"5398";3546702
"Santa Gertrudes";"2015";"442552";"414536";"5827";"589";"16376";"5224";3546702
"Santa Gertrudes";"2016";"346661";"319675";"5113";"564";"16024";"5286";3546702
"Santa Gertrudes";"2017";"325293";"297320";"5371";"579";"16667";"5357";3546702
"Santa Isabel";"2013";"128582";"54435";"20651";"4956";"40436";"8103";3546801
"Santa Isabel";"2014";"130866";"58814";"17346";"5013";"41206";"8488";3546801
"Santa Isabel";"2015";"122369";"45460";"24711";"4560";"39518";"8120";3546801
"Santa Isabel";"2016";"119923";"43923";"23500";"4536";"39665";"8299";3546801
"Santa Isabel";"2017";"130848";"48270";"26047";"4668";"41962";"9902";3546801
"Santa Lúcia";"2013";"9521";"23";"1178";"733";"5392";"2194";3546900
"Santa Lúcia";"2014";"10129";"27";"1163";"780";"5705";"2454";3546900
"Santa Lúcia";"2015";"9289";"24";"1162";"619";"5413";"2071";3546900
"Santa Lúcia";"2016";"8881";"21";"1089";"605";"5343";"1823";3546900
"Santa Lúcia";"2017";"9027";"23";"1061";"604";"5445";"1894";3546900
"Santa Maria da Serra";"2013";"16913";"8352";"1537";"1577";"4311";"1135";3547007
"Santa Maria da Serra";"2014";"17122";"8333";"1398";"1556";"4633";"1202";3547007
"Santa Maria da Serra";"2015";"12723";"4180";"1336";"1545";"4499";"1163";3547007
"Santa Maria da Serra";"2016";"10964";"2353";"1708";"1365";"4357";"1181";3547007
"Santa Maria da Serra";"2017";"12237";"2469";"2389";"1623";"4591";"1166";3547007
"Santa Mercedes";"2013";"4147";"170";"521";"855";"1885";"714";3547106
"Santa Mercedes";"2014";"4401";"205";"545";"860";"2035";"756";3547106
"Santa Mercedes";"2015";"4192";"111";"558";"787";"2005";"730";3547106
"Santa Mercedes";"2016";"3843";"49";"451";"668";"1990";"685";3547106
"Santa Mercedes";"2017";"4214";"47";"481";"722";"2148";"817";3547106
"Santa Rita d'Oeste";"2013";"3949";"133";"469";"1171";"1518";"658";3547403
"Santa Rita d'Oeste";"2014";"4386";"139";"490";"1364";"1661";"731";3547403
"Santa Rita d'Oeste";"2015";"4239";"119";"499";"1221";"1712";"687";3547403
"Santa Rita d'Oeste";"2016";"4233";"62";"485";"1255";"1736";"695";3547403
"Santa Rita d'Oeste";"2017";"4747";"147";"537";"1407";"1867";"789";3547403
"Santa Rita do Passa Quatro";"2013";"55966";"12918";"10224";"5017";"20413";"7393";3547502
"Santa Rita do Passa Quatro";"2014";"58488";"13494";"11139";"5694";"20855";"7306";3547502
"Santa Rita do Passa Quatro";"2015";"55009";"12434";"10616";"5317";"20005";"6638";3547502
"Santa Rita do Passa Quatro";"2016";"55723";"15239";"9822";"5053";"19608";"6002";3547502
"Santa Rita do Passa Quatro";"2017";"60067";"17231";"10231";"5399";"20607";"6600";3547502
"Santa Rosa de Viterbo";"2013";"203405";"170047";"7401";"3152";"18105";"4699";3547601
"Santa Rosa de Viterbo";"2014";"201078";"165781";"7928";"3587";"19164";"4617";3547601
"Santa Rosa de Viterbo";"2015";"201193";"168538";"6378";"3257";"18476";"4544";3547601
"Santa Rosa de Viterbo";"2016";"199674";"168331";"5481";"3253";"18150";"4458";3547601
"Santa Rosa de Viterbo";"2017";"201811";"169896";"5341";"3229";"18591";"4753";3547601
"Santa Salete";"2013";"2916";"17";"303";"1481";"696";"419";3547650
"Santa Salete";"2014";"3745";"20";"332";"2083";"800";"511";3547650
"Santa Salete";"2015";"3027";"21";"336";"1424";"786";"461";3547650
"Santa Salete";"2016";"3337";"21";"328";"1717";"825";"447";3547650
"Santa Salete";"2017";"3793";"13";"379";"2000";"921";"481";3547650
"Santana da Ponte Pensa";"2013";"2546";"40";"417";"668";"891";"529";3547205
"Santana da Ponte Pensa";"2014";"2759";"18";"480";"742";"952";"567";3547205
"Santana da Ponte Pensa";"2015";"2621";"21";"458";"675";"925";"543";3547205
"Santana da Ponte Pensa";"2016";"2656";"27";"434";"701";"939";"556";3547205
"Santana da Ponte Pensa";"2017";"2920";"23";"441";"864";"1005";"587";3547205
"Santana de Parnaíba";"2013";"456234";"162155";"103961";"134";"164019";"25965";3547304
"Santana de Parnaíba";"2014";"481226";"168961";"117251";"108";"168269";"26636";3547304
"Santana de Parnaíba";"2015";"479384";"161853";"126599";"17";"162895";"28020";3547304
"Santana de Parnaíba";"2016";"479547";"156912";"129709";"19";"164805";"28103";3547304
"Santana de Parnaíba";"2017";"507724";"166982";"141626";"22";"170893";"28201";3547304
"Santo Anastácio";"2013";"35084";"7191";"6017";"2950";"14170";"4755";3547700
"Santo Anastácio";"2014";"31276";"1999";"6569";"2945";"15018";"4745";3547700
"Santo Anastácio";"2015";"31196";"2417";"6592";"2794";"14808";"4585";3547700
"Santo Anastácio";"2016";"29895";"1724";"6114";"2902";"14754";"4401";3547700
"Santo Anastácio";"2017";"30145";"1863";"5997";"3030";"14996";"4259";3547700
"Santo André";"2013";"3040254";"1633887";"567350";"-";"719155";"119863";3547809
"Santo André";"2014";"3037622";"1590359";"618796";"1";"704260";"124206";3547809
"Santo André";"2015";"2794729";"1440383";"569161";"1";"667227";"117957";3547809
"Santo André";"2016";"2801689";"1472093";"542312";"1";"673252";"114031";3547809
"Santo André";"2017";"2791481";"1451473";"534093";"2";"689932";"115982";3547809
"Santo Antônio da Alegria";"2013";"9319";"339";"867";"3010";"3800";"1304";3547908
"Santo Antônio da Alegria";"2014";"9912";"398";"797";"3248";"4101";"1368";3547908
"Santo Antônio da Alegria";"2015";"9674";"373";"737";"3064";"4122";"1378";3547908
"Santo Antônio da Alegria";"2016";"9907";"408";"711";"3048";"4260";"1479";3547908
"Santo Antônio da Alegria";"2017";"10329";"458";"761";"3104";"4538";"1468";3547908
"Santo Antônio de Posse";"2013";"55386";"10825";"13954";"11970";"13998";"4639";3548005
"Santo Antônio de Posse";"2014";"58429";"9803";"16080";"12660";"14713";"5174";3548005
"Santo Antônio de Posse";"2015";"49783";"3825";"14785";"12045";"14084";"5045";3548005
"Santo Antônio de Posse";"2016";"69381";"17681";"18234";"13371";"14699";"5396";3548005
"Santo Antônio de Posse";"2017";"78050";"23192";"19533";"14078";"15568";"5679";3548005
"Santo Antônio do Aracanguá";"2013";"18504";"2600";"935";"5351";"7117";"2502";3548054
"Santo Antônio do Aracanguá";"2014";"19367";"2410";"930";"5487";"7979";"2561";3548054
"Santo Antônio do Aracanguá";"2015";"20358";"2054";"2285";"5450";"8000";"2568";3548054
"Santo Antônio do Aracanguá";"2016";"20765";"416";"3444";"6393";"7889";"2623";3548054
"Santo Antônio do Aracanguá";"2017";"20539";"465";"2954";"5899";"8412";"2809";3548054
"Santo Antônio do Jardim";"2013";"9562";"681";"1147";"4203";"2692";"840";3548104
"Santo Antônio do Jardim";"2014";"10088";"916";"1172";"4347";"2761";"892";3548104
"Santo Antônio do Jardim";"2015";"10018";"1202";"1100";"4156";"2654";"906";3548104
"Santo Antônio do Jardim";"2016";"9992";"1208";"941";"4315";"2655";"872";3548104
"Santo Antônio do Jardim";"2017";"9991";"989";"1001";"4332";"2786";"883";3548104
"Santo Antônio do Pinhal";"2013";"11054";"179";"2154";"1979";"5198";"1545";3548203
"Santo Antônio do Pinhal";"2014";"11582";"180";"2216";"2061";"5456";"1670";3548203
"Santo Antônio do Pinhal";"2015";"11157";"186";"2033";"2008";"5261";"1668";3548203
"Santo Antônio do Pinhal";"2016";"11169";"168";"2132";"2021";"5204";"1645";3548203
"Santo Antônio do Pinhal";"2017";"12328";"168";"2287";"2184";"5854";"1836";3548203
"Santo Expedito";"2013";"3660";"135";"407";"480";"1804";"835";3548302
"Santo Expedito";"2014";"3967";"141";"461";"505";"1955";"905";3548302
"Santo Expedito";"2015";"3993";"115";"490";"462";"1960";"967";3548302
"Santo Expedito";"2016";"4065";"35";"550";"471";"2040";"970";3548302
"Santo Expedito";"2017";"4269";"35";"620";"484";"2115";"1015";3548302
"Santópolis do Aguapeí";"2013";"5392";"19";"926";"232";"2889";"1327";3548401
"Santópolis do Aguapeí";"2014";"5671";"20";"880";"249";"3088";"1435";3548401
"Santópolis do Aguapeí";"2015";"5314";"18";"745";"243";"2996";"1312";3548401
"Santópolis do Aguapeí";"2016";"5239";"15";"753";"238";"2905";"1328";3548401
"Santópolis do Aguapeí";"2017";"5411";"16";"791";"249";"3026";"1329";3548401
"Santos";"2013";"1368995";"147735";"536848";"-";"596514";"87898";3548500
"Santos";"2014";"1437678";"137354";"572005";"-";"639746";"88573";3548500
"Santos";"2015";"1418896";"141040";"601237";"-";"590321";"86298";3548500
"Santos";"2016";"1359997";"133012";"599339";"-";"545001";"82644";3548500
"Santos";"2017";"1391860";"129025";"608278";"-";"567863";"86695";3548500
"São Bento do Sapucaí";"2013";"13892";"575";"2476";"2400";"6832";"1609";3548609
"São Bento do Sapucaí";"2014";"14218";"554";"2489";"2471";"7034";"1671";3548609
"São Bento do Sapucaí";"2015";"13978";"509";"2470";"2407";"6952";"1641";3548609
"São Bento do Sapucaí";"2016";"13983";"406";"2437";"2479";"7052";"1609";3548609
"São Bento do Sapucaí";"2017";"14873";"394";"2483";"2708";"7677";"1612";3548609
"São Bernardo do Campo";"2013";"3074299";"1615260";"497852";"259";"755389";"205539";3548708
"São Bernardo do Campo";"2014";"3089108";"1575853";"563418";"214";"733463";"216160";3548708
"São Bernardo do Campo";"2015";"2748618";"1292298";"546786";"182";"699401";"209951";3548708
"São Bernardo do Campo";"2016";"2628398";"1186315";"513195";"192";"714125";"214572";3548708
"São Bernardo do Campo";"2017";"2644527";"1214968";"497981";"192";"726116";"205270";3548708
"São Caetano do Sul";"2013";"861827";"397005";"171636";"-";"201064";"92122";3548807
"São Caetano do Sul";"2014";"863738";"382157";"194070";"-";"188000";"99510";3548807
"São Caetano do Sul";"2015";"786493";"327220";"185189";"-";"182568";"91515";3548807
"São Caetano do Sul";"2016";"777084";"328496";"181238";"-";"180163";"87187";3548807
"São Caetano do Sul";"2017";"793245";"317512";"188877";"-";"190622";"96234";3548807
"São Carlos";"2013";"904039";"425339";"133211";"23656";"224744";"97089";3548906
"São Carlos";"2014";"907663";"405709";"143055";"24562";"235216";"99120";3548906
"São Carlos";"2015";"878415";"385526";"138939";"24028";"231903";"98019";3548906
"São Carlos";"2016";"855663";"361926";"135982";"23991";"232548";"101217";3548906
"São Carlos";"2017";"870275";"369076";"135722";"25598";"236682";"103197";3548906
"São Francisco";"2013";"3719";"68";"430";"1061";"1497";"662";3549003
"São Francisco";"2014";"4072";"63";"414";"1201";"1656";"738";3549003
"São Francisco";"2015";"3967";"60";"403";"1113";"1676";"714";3549003
"São Francisco";"2016";"3925";"58";"411";"1117";"1647";"693";3549003
"São Francisco";"2017";"4292";"62";"445";"1199";"1805";"780";3549003
"São João da Boa Vista";"2013";"352626";"201421";"46875";"14140";"67827";"22362";3549102
"São João da Boa Vista";"2014";"366049";"209163";"48774";"15494";"70574";"22044";3549102
"São João da Boa Vista";"2015";"353202";"197290";"51670";"14123";"69149";"20969";3549102
"São João da Boa Vista";"2016";"358266";"205957";"50444";"13811";"69011";"19043";3549102
"São João da Boa Vista";"2017";"370063";"211712";"50936";"14308";"72911";"20196";3549102
"São João das Duas Pontes";"2013";"3385";"11";"442";"743";"1602";"587";3549201
"São João das Duas Pontes";"2014";"3639";"13";"456";"766";"1793";"612";3549201
"São João das Duas Pontes";"2015";"3462";"14";"418";"698";"1759";"573";3549201
"São João das Duas Pontes";"2016";"3414";"13";"398";"648";"1726";"628";3549201
"São João das Duas Pontes";"2017";"3510";"14";"381";"700";"1828";"587";3549201
"São João de Iracema";"2013";"2683";"36";"231";"905";"984";"526";3549250
"São João de Iracema";"2014";"2917";"30";"265";"1039";"1047";"536";3549250
"São João de Iracema";"2015";"2759";"27";"258";"928";"1039";"508";3549250
"São João de Iracema";"2016";"2739";"28";"220";"987";"1027";"477";3549250
"São João de Iracema";"2017";"2942";"33";"209";"1016";"1150";"533";3549250
"São João do Pau d'Alho";"2013";"3362";"32";"361";"910";"1421";"638";3549300
